name,price,category,popularity,durability,category_encoded
The Hulk's Gamma Gloves,35.03991569932307,Weapons,90,99,2
Scarlet Witch's Magic Powers,86.65724072121112,Powers,89,84,1
Green Goblin's Glider,36.19463475103625,Weapons,85,77,2
Ant-Man's Suit,76.90082456303149,Costumes,76,84,0
Captain Marvel's Photon Blasts,63.523586121126,Powers,90,79,1
Hawkeye's Targeting System,24.056617443108404,Weapons,75,81,2
Hulk's Smash Fist,25.91049641466976,Weapons,81,100,2
Iron Man's Repulsor Blasters,20.354610755830652,Weapons,89,80,2
Thor's Helmet,36.834646902630965,Costumes,77,76,0
Iron Spider Suit,119.99953242206057,Costumes,92,82,0
The Hulk's Gamma Gloves,46.88856777371767,Weapons,81,96,2
Iron Man's Mark 50 Armor,156.70239653269113,Costumes,98,76,0
Hawkeye's Targeting System,16.73528743928563,Weapons,74,69,2
Captain America's Tactical Gloves,23.52439741645049,Costumes,72,85,0
Thor's Battle Axe,106.18087439278602,Weapons,82,99,2
Thor's Mjolnir Hammer,28.20717222993067,Weapons,90,87,2
Winter Soldier's Arm,62.21190844251632,Weapons,72,87,2
Iron Man's Mark 50 Armor,144.7833699449104,Costumes,97,81,0
Iron Man's Repulsor Blasters,33.55613650130185,Weapons,94,89,2
Shuri's Vibranium Tech,46.37877103951152,Powers,81,100,1
Doctor Strange's Eye of Agamotto,48.37321653459492,Weapons,82,86,2
Captain America's Tactical Gloves,18.757970692068625,Costumes,74,81,0
Black Widow's Tactical Vest,54.6118131092365,Costumes,85,97,0
Black Panther's Vibranium Suit,124.22801954238001,Costumes,93,88,0
The Hulk's Gamma Gloves,31.677502507435804,Weapons,82,88,2
Winter Soldier's Arm,68.10612417956483,Weapons,67,93,2
Hulk's Smash Fist,31.918265260235213,Weapons,78,99,2
Green Goblin's Glider,48.599438542525505,Weapons,81,66,2
Thor's Stormbreaker Axe,100.0401422938647,Weapons,83,97,2
Hulk's Smash Fist,20.48825346835535,Weapons,75,95,2
Black Panther's Vibranium Suit,126.78352575223211,Costumes,95,95,0
Scarlet Witch's Magic Powers,82.74199175451743,Powers,84,95,1
Ant-Man's Suit,80.17682309531214,Costumes,82,89,0
Thor's Battle Axe,90.10502396611236,Weapons,81,85,2
Black Widow's Combat Boots,24.313094889367086,Costumes,77,87,0
Captain America's Tactical Gloves,26.545430117734483,Costumes,71,89,0
Wolverine's Claws,14.013023891724398,Weapons,65,82,2
Hawkeye's Quiver,27.779034643456207,Weapons,74,89,2
Black Widow's Gauntlets,38.2071579058003,Weapons,87,84,2
Iron Man's Mark 50 Armor,140.3287070441179,Costumes,98,93,0
Wolverine's Claws,22.360886555847053,Weapons,69,88,2
Iron Man Armor,102.286191655519,Costumes,93,88,0
Hawkeye's Quiver,18.74627823596765,Weapons,75,77,2
Doctor Strange's Eye of Agamotto,59.493089819044435,Weapons,81,96,2
Iron Man's Mark 50 Armor,150.14655393159575,Costumes,98,92,0
Captain America's Shield,47.79907465120128,Weapons,92,76,2
Ant-Man's Shrinking Powers,37.73762643054715,Powers,80,73,1
Captain America's Shield,47.13187753029466,Weapons,86,86,2
Wolverine's Claws,22.64882042901283,Weapons,75,78,2
Iron Man's Unibeam,79.70373969624623,Weapons,100,74,2
Thor's Mjolnir Hammer,27.035980922283787,Weapons,85,100,2
Vision's Mind Stone,62.59767313527206,Weapons,100,99,2
Black Widow's Widow's Bite,25.624716955166754,Weapons,77,77,2
Shuri's Vibranium Tech,31.729675803995516,Powers,78,86,1
Loki's Scepter,57.7058077123621,Weapons,85,79,2
Vision's Solar Gem,32.96448111372034,Weapons,93,85,2
Black Widow's Combat Boots,20.732415430738165,Costumes,85,76,0
The Hulk's Gamma Gloves,37.139483520707266,Weapons,80,100,2
Black Panther's Mask,27.46433212227747,Costumes,85,93,0
Thor's Stormbreaker Axe,104.86615411039243,Weapons,86,95,2
Vision's Mind Stone,55.914064530740454,Weapons,100,96,2
Doctor Strange's Eye of Agamotto,45.33441391604365,Weapons,81,93,2
Hulk's Smash Fist,21.60214304006894,Weapons,77,100,2
The Hulk's Gamma Gloves,36.42422856429188,Weapons,81,90,2
Hawkeye's Targeting System,15.912798986806846,Weapons,72,84,2
The Falcon's Wings,68.33289544131827,Weapons,82,91,2
Winter Soldier's Arm,50.84710325700259,Weapons,70,99,2
The Falcon's Wings,70.49110720149716,Weapons,75,82,2
Hawkeye's Targeting System,22.750250757665967,Weapons,70,81,2
Doctor Strange's Cloak of Levitation,64.05578792559216,Costumes,67,99,0
Winter Soldier's Arm,50.69597931597084,Weapons,66,87,2
Black Widow's Tactical Vest,52.32656946214297,Costumes,86,98,0
Thor's Mjolnir Hammer,32.09189657709571,Weapons,90,94,2
Iron Man's Repulsor Blasters,27.430267569413672,Weapons,86,93,2
Ant-Man's Suit,75.58919763072579,Costumes,81,85,0
Black Widow's Tactical Vest,50.57379532599623,Costumes,81,80,0
Vision's Mind Stone,55.970879205129336,Weapons,100,100,2
Hawkeye's Bow and Arrows,40.235533531749915,Weapons,74,84,2
Thor's Helmet,49.92730224309521,Costumes,74,85,0
Loki's Scepter,42.44274843807942,Weapons,81,84,2
Vision's Mind Stone,63.96358061572461,Weapons,100,87,2
Spider-Man's Suit,53.356795809779356,Costumes,91,82,0
Iron Man's Mark 50 Armor,145.80724565555627,Costumes,94,80,0
Ant-Man's Shrinking Powers,33.481820194974,Powers,80,81,1
Iron Spider Suit,102.42724910156913,Costumes,93,84,0
Wolverine's Claws,23.797461216154982,Weapons,65,86,2
Captain Marvel's Photon Blasts,67.43554814233052,Powers,92,92,1
Ant-Man's Suit,77.23896725241042,Costumes,76,77,0
Iron Man's Arc Reactor,52.96319961541817,Weapons,100,86,2
Hawkeye's Quiver,30.38329100749396,Weapons,74,77,2
Ant-Man's Suit,84.44759463027532,Costumes,85,77,0
Winter Soldier's Arm,59.31666399242118,Weapons,73,91,2
Ant-Man's Suit,82.55920303300823,Costumes,83,95,0
Iron Man's Unibeam,68.63926273104275,Weapons,97,83,2
Vision's Solar Gem,43.21424541893775,Weapons,85,73,2
Doctor Strange's Eye of Agamotto,43.060309336204014,Weapons,82,85,2
Spider-Man's Suit,58.69475673278155,Costumes,93,76,0
Doctor Strange's Eye of Agamotto,57.898518336422484,Weapons,81,88,2
Loki's Scepter,52.69114182775492,Weapons,88,78,2
Ant-Man's Suit,77.50044722897181,Costumes,84,92,0
Hulk's Smash Fist,23.04146289482525,Weapons,77,100,2
Iron Man's Unibeam,68.08388533759127,Weapons,100,89,2
Captain America's Tactical Gloves,22.74239173211604,Costumes,79,81,0
Captain America's Shield,41.6144570978674,Weapons,95,93,2
Black Widow's Combat Boots,33.022599549712,Costumes,84,83,0
Thor's Battle Axe,102.77982384417741,Weapons,87,100,2
Iron Man's Mark 50 Armor,145.79343313603212,Costumes,94,90,0
Wolverine's Claws,24.083763084314658,Weapons,75,87,2
Iron Man's Arc Reactor,54.070882659103425,Weapons,95,75,2
Winter Soldier's Arm,58.3124349242823,Weapons,72,86,2
Black Panther's Mask,34.13320525641272,Costumes,85,90,0
Green Goblin's Glider,49.497482558297605,Weapons,77,76,2
Vision's Solar Gem,36.23302431496738,Weapons,90,77,2
Shuri's Vibranium Tech,33.4404381816792,Powers,82,92,1
Scarlet Witch's Magic Powers,81.92623305121143,Powers,84,92,1
Thor's Battle Axe,98.36269486669752,Weapons,82,95,2
Thor's Lightning Powers,54.42256857644244,Powers,93,95,1
Hulkbuster Armor,209.91938822190832,Costumes,100,100,0
Iron Man's Arc Reactor,54.94740546095018,Weapons,96,82,2
Vision's Solar Gem,34.14461284379462,Weapons,88,76,2
Iron Man's Unibeam,72.05790177712711,Weapons,95,79,2
Hulkbuster Armor,201.95037542020373,Costumes,100,100,0
The Hulk's Gamma Gloves,40.73381498577854,Weapons,81,93,2
Ant-Man's Suit,82.64911461837185,Costumes,80,87,0
Iron Man's Repulsor Blasters,20.894847890225293,Weapons,85,93,2
Captain Marvel's Photon Blasts,59.883106037754374,Powers,93,84,1
Black Widow's Gauntlets,43.716976499595575,Weapons,87,82,2
Captain Marvel's Suit,81.50622635917227,Costumes,94,94,0
Hawkeye's Bow and Arrows,37.573267813784305,Weapons,71,82,2
Iron Man's Repulsor Blasters,35.887944567618916,Weapons,90,92,2
Iron Man's Repulsor Blasters,35.089303445855876,Weapons,88,94,2
Vision's Solar Gem,33.02774168552129,Weapons,85,71,2
Thor's Mjolnir Hammer,22.730727471350406,Weapons,85,95,2
Doctor Strange's Eye of Agamotto,49.13977118565748,Weapons,89,96,2
Ant-Man's Suit,71.55931695273053,Costumes,84,85,0
Doctor Strange's Cloak of Levitation,52.859091757329665,Costumes,74,89,0
Iron Man's Unibeam,71.72746904303357,Weapons,100,87,2
Hulkbuster Armor,204.17479612870875,Costumes,99,100,0
Captain America's Shield,47.35715619731539,Weapons,95,78,2
Hawkeye's Quiver,26.674042836975726,Weapons,75,75,2
Captain America's Tactical Gloves,25.48180428170121,Costumes,80,98,0
Thor's Lightning Powers,44.550864505976456,Powers,90,100,1
Black Widow's Widow's Bite,16.400241234933183,Weapons,85,94,2
Captain America's Vibranium Shield,57.95551416600664,Weapons,100,92,2
Thor's Mjolnir Hammer,31.44140542808252,Weapons,81,86,2
Captain America's Shield,48.81077132369466,Weapons,91,79,2
Hawkeye's Quiver,28.81000521837051,Weapons,71,91,2
Thor's Battle Axe,108.41041899794422,Weapons,80,89,2
Doctor Strange's Eye of Agamotto,44.14683409942489,Weapons,85,95,2
Doctor Strange's Eye of Agamotto,47.53649552371392,Weapons,82,94,2
Iron Man's Mark 50 Armor,146.84654035363693,Costumes,95,95,0
Black Widow's Combat Boots,32.20153160157503,Costumes,78,77,0
Captain Marvel's Suit,76.16173301614808,Costumes,88,84,0
The Hulk's Gamma Gloves,44.098018736731674,Weapons,87,90,2
Black Widow's Widow's Bite,19.96606348402613,Weapons,79,84,2
Hawkeye's Bow and Arrows,46.4695360774729,Weapons,78,82,2
Thor's Stormbreaker Axe,106.36754920261124,Weapons,82,94,2
Thor's Mjolnir Hammer,25.742606832282796,Weapons,81,91,2
Winter Soldier's Arm,63.119441011018154,Weapons,72,86,2
Loki's Scepter,56.54903407016067,Weapons,84,87,2
Captain Marvel's Suit,67.74545909601846,Costumes,94,93,0
Wolverine's Claws,12.839160768205733,Weapons,75,91,2
Iron Spider Suit,112.75889146817275,Costumes,90,83,0
Hawkeye's Quiver,21.605872469746778,Weapons,72,78,2
Ant-Man's Suit,65.1036289281426,Costumes,83,80,0
Hawkeye's Quiver,28.057855954025996,Weapons,72,90,2
Black Widow's Tactical Vest,48.989119493352035,Costumes,84,90,0
The Hulk's Gamma Gloves,42.9179583578054,Weapons,81,100,2
Thor's Lightning Powers,44.644403984420336,Powers,90,95,1
Hawkeye's Quiver,32.64489946329667,Weapons,67,76,2
Thor's Stormbreaker Axe,105.75921259751675,Weapons,82,94,2
Thor's Mjolnir Hammer,20.175343369601993,Weapons,89,99,2
Black Panther's Vibranium Suit,128.56909692034034,Costumes,90,94,0
Shuri's Vibranium Tech,50.77198940177447,Powers,83,100,1
Hulkbuster Armor,207.78519927539833,Costumes,97,100,0
Shuri's Vibranium Tech,36.44674162995985,Powers,76,95,1
Doctor Strange's Cloak of Levitation,59.622384676175486,Costumes,75,88,0
Vision's Mind Stone,46.2716839123693,Weapons,100,94,2
Thor's Lightning Powers,53.488022797894885,Powers,93,95,1
Thor's Battle Axe,107.12293008546915,Weapons,86,98,2
Vision's Solar Gem,31.55853317480352,Weapons,91,73,2
Vision's Mind Stone,65.62370384881078,Weapons,100,95,2
Wolverine's Claws,8.126602410791108,Weapons,71,82,2
Winter Soldier's Arm,65.07513303562914,Weapons,70,89,2
Iron Man's Unibeam,79.45765056801994,Weapons,95,78,2
Black Widow's Tactical Vest,52.191041811223116,Costumes,83,81,0
Hawkeye's Targeting System,12.364496956079451,Weapons,69,70,2
Thor's Stormbreaker Axe,103.72147239782221,Weapons,84,88,2
Ant-Man's Shrinking Powers,48.32260771701271,Powers,79,76,1
Thor's Battle Axe,94.41698479937443,Weapons,82,100,2
Scarlet Witch's Magic Powers,89.0895734554134,Powers,89,91,1
Hawkeye's Quiver,29.038814537113083,Weapons,72,92,2
Hawkeye's Targeting System,26.51207018172914,Weapons,68,84,2
Hulk's Smash Fist,23.50013312440335,Weapons,83,96,2
Black Widow's Gauntlets,54.33489413561951,Weapons,81,66,2
Captain Marvel's Photon Blasts,74.04776320479617,Powers,88,93,1
Iron Man's Mark 50 Armor,142.99704762764827,Costumes,95,91,0
Winter Soldier's Arm,52.324800443693285,Weapons,68,98,2
Hulkbuster Armor,191.81883288903376,Costumes,100,100,0
Spider-Man Web Shooter,19.058646003595637,Powers,100,63,1
Shuri's Vibranium Tech,42.26822370197427,Powers,83,99,1
Iron Man's Arc Reactor,59.46560159650005,Weapons,100,78,2
Iron Man Armor,104.90608965663631,Costumes,99,72,0
Thor's Mjolnir Hammer,28.4639476955725,Weapons,81,97,2
Spider-Man Web Shooter,28.681655977698927,Powers,96,65,1
Thor's Mjolnir Hammer,25.7318141378264,Weapons,82,84,2
Black Widow's Tactical Vest,64.56666569848201,Costumes,90,93,0
Iron Man's Repulsor Blasters,39.84713197161758,Weapons,91,89,2
Captain America's Vibranium Shield,62.51291067603975,Weapons,100,100,2
Ant-Man's Suit,78.07068196837405,Costumes,80,78,0
Vision's Mind Stone,65.84693552155174,Weapons,100,100,2
Ant-Man's Suit,79.55716281812256,Costumes,78,75,0
Captain America's Shield,59.55981365358278,Weapons,92,92,2
The Falcon's Wings,75.63867216993518,Weapons,78,87,2
Shuri's Vibranium Tech,37.91319469975254,Powers,79,91,1
Hawkeye's Bow and Arrows,35.64434629819962,Weapons,80,83,2
Thor's Battle Axe,105.32106935027807,Weapons,80,92,2
Thor's Helmet,31.345818057789906,Costumes,79,71,0
Winter Soldier's Arm,61.955697934631054,Weapons,65,87,2
Thor's Mjolnir Hammer,28.035307016218127,Weapons,83,97,2
Thor's Helmet,45.08771417494569,Costumes,70,74,0
Vision's Solar Gem,44.869668824860966,Weapons,88,88,2
Spider-Man's Suit,51.54949629275764,Costumes,100,75,0
Wolverine's Claws,14.025288702884064,Weapons,67,91,2
Iron Spider Suit,108.27120412893608,Costumes,94,81,0
Captain Marvel's Photon Blasts,74.96040510053442,Powers,87,95,1
The Falcon's Wings,76.11701331967426,Weapons,75,91,2
Black Widow's Tactical Vest,58.42685049491445,Costumes,88,90,0
Hawkeye's Quiver,23.16518353659177,Weapons,69,87,2
Vision's Mind Stone,61.07832194476251,Weapons,100,92,2
Iron Spider Suit,106.01472837590296,Costumes,92,94,0
Spider-Man Web Shooter,21.23771899173818,Powers,100,67,1
Doctor Strange's Eye of Agamotto,42.68185502118156,Weapons,83,88,2
Thor's Helmet,36.6052598724821,Costumes,71,84,0
Iron Man's Repulsor Blasters,21.839279930537273,Weapons,88,76,2
Captain Marvel's Suit,72.5433594992268,Costumes,94,94,0
Thor's Mjolnir Hammer,37.46240916979079,Weapons,83,98,2
Hawkeye's Targeting System,21.177009525450543,Weapons,72,71,2
Black Panther's Mask,28.063760512623155,Costumes,80,86,0
Loki's Scepter,59.23155112228918,Weapons,81,85,2
Wolverine's Claws,21.90252571409963,Weapons,68,87,2
Wolverine's Claws,19.03158585095629,Weapons,69,87,2
Shuri's Vibranium Tech,41.66300254832527,Powers,80,94,1
Black Widow's Combat Boots,27.192892359616835,Costumes,82,84,0
Black Panther's Vibranium Suit,126.05633243640042,Costumes,92,95,0
Thor's Helmet,37.41409842862517,Costumes,76,71,0
Thor's Lightning Powers,57.281696829389645,Powers,92,90,1
Black Widow's Combat Boots,31.06623127084348,Costumes,84,88,0
Hawkeye's Quiver,20.903845750154765,Weapons,68,85,2
Iron Spider Suit,107.59679549482308,Costumes,93,95,0
Captain Marvel's Photon Blasts,69.08215932242044,Powers,95,85,1
Black Widow's Combat Boots,35.2672125133264,Costumes,82,90,0
Hulkbuster Armor,199.2165799689641,Costumes,100,95,0
Ant-Man's Suit,79.40627061524188,Costumes,82,80,0
Iron Man's Mark 50 Armor,159.80647081759713,Costumes,90,91,0
Thor's Mjolnir Hammer,36.7713698718991,Weapons,81,81,2
Iron Man Armor,98.23784444831185,Costumes,100,77,0
Black Widow's Gauntlets,50.1333912740692,Weapons,80,71,2
Vision's Solar Gem,34.12019317942868,Weapons,85,89,2
Ant-Man's Shrinking Powers,43.33509459106679,Powers,84,80,1
Hawkeye's Targeting System,19.757087680061424,Weapons,65,82,2
Captain Marvel's Photon Blasts,64.21677016434832,Powers,85,91,1
Captain Marvel's Suit,75.7147620584785,Costumes,89,75,0
Vision's Solar Gem,41.2631444182782,Weapons,95,83,2
Vision's Mind Stone,48.13032857388986,Weapons,96,100,2
Scarlet Witch's Magic Powers,84.80937664627015,Powers,89,96,1
Black Widow's Combat Boots,36.30428781426565,Costumes,79,82,0
Hulk's Smash Fist,20.45103166927364,Weapons,81,99,2
Thor's Lightning Powers,44.864157883857644,Powers,93,99,1
Hulk's Smash Fist,26.06471439118306,Weapons,85,86,2
Hulk's Smash Fist,21.095565962085722,Weapons,81,100,2
Black Widow's Widow's Bite,14.112298782579312,Weapons,75,80,2
Hulk's Smash Fist,22.987167862255838,Weapons,81,100,2
Black Panther's Mask,33.3171325590207,Costumes,81,96,0
Thor's Mjolnir Hammer,24.585329942020334,Weapons,89,95,2
Captain Marvel's Suit,65.93123941483486,Costumes,86,83,0
Iron Man's Mark 50 Armor,151.27019728095968,Costumes,90,80,0
Spider-Man's Suit,40.31316190383869,Costumes,93,83,0
Scarlet Witch's Magic Powers,95.0350893969373,Powers,86,82,1
Iron Man's Arc Reactor,48.24900501429412,Weapons,98,88,2
Captain America's Vibranium Shield,68.54069931753364,Weapons,100,95,2
Captain America's Vibranium Shield,70.11218529041784,Weapons,97,87,2
Vision's Solar Gem,39.909131225097674,Weapons,90,71,2
Black Panther's Vibranium Suit,118.74176505686998,Costumes,86,95,0
Captain America's Tactical Gloves,31.370113067308846,Costumes,79,92,0
Spider-Man's Suit,40.5925131789033,Costumes,94,79,0
Hulkbuster Armor,194.56276779708432,Costumes,100,100,0
The Falcon's Wings,68.71475691790802,Weapons,84,92,2
Hulk's Smash Fist,28.433348082693797,Weapons,79,92,2
Black Widow's Gauntlets,37.630760193462976,Weapons,82,77,2
Ant-Man's Shrinking Powers,33.0855378120624,Powers,81,75,1
Iron Man's Repulsor Blasters,22.12101835422522,Weapons,85,84,2
Winter Soldier's Arm,57.19834994693793,Weapons,69,83,2
Ant-Man's Suit,66.74594464710232,Costumes,81,89,0
Captain Marvel's Photon Blasts,67.08480001217735,Powers,91,78,1
Captain America's Shield,41.78237683920775,Weapons,93,77,2
Captain America's Tactical Gloves,27.950875955885458,Costumes,75,92,0
Iron Man Armor,95.82694702592642,Costumes,96,72,0
Captain Marvel's Photon Blasts,74.09415148626718,Powers,88,93,1
Doctor Strange's Eye of Agamotto,43.39165846784651,Weapons,86,85,2
Ant-Man's Suit,70.37837927060295,Costumes,79,90,0
Scarlet Witch's Magic Powers,81.25534300553909,Powers,86,88,1
Hawkeye's Quiver,20.995045078431264,Weapons,66,86,2
Black Widow's Combat Boots,38.88444591262788,Costumes,85,85,0
Captain America's Tactical Gloves,28.323375840715798,Costumes,77,83,0
Ant-Man's Suit,71.09315991502514,Costumes,81,85,0
Thor's Battle Axe,97.59779912294097,Weapons,85,99,2
Black Panther's Mask,30.612324418943444,Costumes,90,99,0
Ant-Man's Suit,71.00870569358247,Costumes,84,81,0
Black Widow's Widow's Bite,19.273665623908826,Weapons,81,85,2
The Hulk's Gamma Gloves,44.697487308823725,Weapons,90,95,2
Thor's Lightning Powers,55.63948739207153,Powers,95,100,1
Captain Marvel's Suit,81.32989030865826,Costumes,91,86,0
Hawkeye's Bow and Arrows,53.641343051768914,Weapons,73,88,2
Iron Man's Mark 50 Armor,143.598544252174,Costumes,98,75,0
Shuri's Vibranium Tech,49.84949830835567,Powers,78,99,1
The Hulk's Gamma Gloves,46.62563617420722,Weapons,81,93,2
Hulkbuster Armor,192.7835824539268,Costumes,99,97,0
Black Widow's Combat Boots,33.17325937064636,Costumes,81,82,0
Black Widow's Gauntlets,44.971334416672676,Weapons,89,80,2
Iron Man's Unibeam,73.01610194658747,Weapons,100,83,2
Iron Man's Mark 50 Armor,140.73530328135504,Costumes,95,92,0
Captain America's Tactical Gloves,28.75360734021682,Costumes,71,83,0
Wolverine's Claws,21.14203289161531,Weapons,70,80,2
Black Widow's Tactical Vest,57.253558046265944,Costumes,89,100,0
Black Widow's Tactical Vest,52.99235492450165,Costumes,85,93,0
Black Panther's Vibranium Suit,110.2109554556916,Costumes,89,92,0
Vision's Solar Gem,39.93706055265632,Weapons,93,88,2
Thor's Lightning Powers,44.42063472357073,Powers,95,100,1
Shuri's Vibranium Tech,46.43684464924864,Powers,84,100,1
Scarlet Witch's Magic Powers,86.88934775199036,Powers,80,95,1
Black Panther's Vibranium Suit,115.90864441036811,Costumes,86,88,0
Scarlet Witch's Magic Powers,86.9565730464295,Powers,85,94,1
Thor's Helmet,40.42229659600943,Costumes,75,85,0
Black Panther's Vibranium Suit,118.76331876546054,Costumes,92,95,0
Black Widow's Gauntlets,41.995281663638806,Weapons,81,65,2
Black Panther's Mask,34.95939834555428,Costumes,90,85,0
Wolverine's Claws,18.309878037937466,Weapons,73,80,2
Black Panther's Mask,33.196979049797264,Costumes,87,87,0
Thor's Stormbreaker Axe,102.59520637757358,Weapons,82,100,2
Hawkeye's Targeting System,18.642689048585652,Weapons,65,84,2
Loki's Scepter,48.9815002274816,Weapons,86,82,2
Iron Man Armor,104.08471231919468,Costumes,93,78,0
Black Widow's Gauntlets,47.536958104037055,Weapons,88,70,2
Iron Man's Repulsor Blasters,26.50969823197637,Weapons,92,78,2
Black Widow's Combat Boots,33.414028564488376,Costumes,82,86,0
Ant-Man's Shrinking Powers,36.268082201029486,Powers,81,84,1
Thor's Stormbreaker Axe,101.74009429130436,Weapons,85,96,2
Shuri's Vibranium Tech,43.3372535867285,Powers,85,94,1
Thor's Battle Axe,101.80336729954958,Weapons,90,89,2
Spider-Man's Suit,42.35723305323313,Costumes,94,68,0
Vision's Mind Stone,53.45612141928621,Weapons,97,100,2
Captain America's Vibranium Shield,63.36478212422517,Weapons,97,100,2
Captain America's Vibranium Shield,63.460775641464245,Weapons,100,100,2
Iron Man's Mark 50 Armor,153.8686585305871,Costumes,100,80,0
Captain Marvel's Photon Blasts,59.32731047654778,Powers,89,79,1
Vision's Mind Stone,52.28160029321689,Weapons,100,100,2
Spider-Man Web Shooter,27.300444617128246,Powers,95,65,1
Ant-Man's Suit,68.90256983268499,Costumes,81,92,0
Vision's Solar Gem,38.061395212258375,Weapons,91,85,2
Hawkeye's Quiver,29.202847456915944,Weapons,72,90,2
Doctor Strange's Cloak of Levitation,46.653412515729336,Costumes,65,87,0
The Hulk's Gamma Gloves,30.653901737161416,Weapons,83,97,2
The Hulk's Gamma Gloves,33.36417954873147,Weapons,87,98,2
Hulkbuster Armor,200.994523690761,Costumes,96,100,0
Hawkeye's Bow and Arrows,40.35777818785802,Weapons,78,81,2
Iron Man's Mark 50 Armor,156.45221855592524,Costumes,90,89,0
Iron Man's Mark 50 Armor,144.37083870020146,Costumes,96,78,0
Black Widow's Tactical Vest,60.02690989487344,Costumes,84,81,0
Winter Soldier's Arm,55.256304494824555,Weapons,66,94,2
Hawkeye's Bow and Arrows,50.51263299761547,Weapons,73,76,2
Iron Man's Unibeam,78.78267174223525,Weapons,100,90,2
The Falcon's Wings,68.31963235380519,Weapons,77,86,2
Thor's Helmet,46.10880986740557,Costumes,79,81,0
Iron Man's Mark 50 Armor,145.62170037580395,Costumes,98,80,0
Spider-Man's Suit,59.58000312805977,Costumes,94,74,0
Thor's Lightning Powers,45.346861325561605,Powers,98,93,1
Ant-Man's Suit,84.25543989987584,Costumes,81,76,0
Captain Marvel's Suit,82.34095180867557,Costumes,87,79,0
Wolverine's Claws,10.914868868499225,Weapons,70,82,2
Thor's Stormbreaker Axe,99.78917451831276,Weapons,89,100,2
Captain Marvel's Suit,77.55625641557948,Costumes,91,89,0
Black Widow's Gauntlets,48.662555267005956,Weapons,81,77,2
Vision's Solar Gem,39.9960476574638,Weapons,90,84,2
Hulkbuster Armor,196.5457856032186,Costumes,95,92,0
Shuri's Vibranium Tech,43.68681091072318,Powers,80,87,1
Iron Man's Mark 50 Armor,147.95431736377327,Costumes,96,81,0
Hulkbuster Armor,195.37073676628845,Costumes,99,100,0
Captain Marvel's Photon Blasts,67.54867280521903,Powers,94,90,1
Black Panther's Mask,39.88309316077112,Costumes,80,81,0
Black Panther's Vibranium Suit,122.52359044311788,Costumes,92,85,0
Hawkeye's Bow and Arrows,53.58865750695044,Weapons,72,84,2
Shuri's Vibranium Tech,31.003518630242084,Powers,81,91,1
Ant-Man's Suit,82.64295528083997,Costumes,79,80,0
Captain Marvel's Suit,66.866799690513,Costumes,90,83,0
Hulk's Smash Fist,20.426875352935312,Weapons,85,90,2
Spider-Man Web Shooter,17.916831338644663,Powers,99,57,1
The Falcon's Wings,78.1097045676707,Weapons,76,80,2
Thor's Helmet,39.536134165218286,Costumes,72,88,0
Iron Spider Suit,110.38888509273272,Costumes,97,80,0
Iron Man Armor,103.90194214576097,Costumes,91,83,0
Ant-Man's Suit,74.55400482875531,Costumes,78,87,0
Hulk's Smash Fist,27.605267635279418,Weapons,76,88,2
Spider-Man's Suit,47.35123379245236,Costumes,94,69,0
Captain America's Vibranium Shield,70.46920967301249,Weapons,97,100,2
Scarlet Witch's Magic Powers,81.35823215045157,Powers,89,80,1
Thor's Battle Axe,103.00040426315614,Weapons,87,96,2
Thor's Helmet,42.56160076681805,Costumes,72,83,0
Thor's Battle Axe,103.7313233975148,Weapons,83,87,2
Black Panther's Vibranium Suit,112.80026283151591,Costumes,86,100,0
Captain America's Vibranium Shield,62.03071280766259,Weapons,100,95,2
Ant-Man's Suit,69.95572749927157,Costumes,85,77,0
Wolverine's Claws,19.0579326356946,Weapons,74,94,2
The Hulk's Gamma Gloves,45.579393050265196,Weapons,80,89,2
Thor's Helmet,40.35498255594475,Costumes,78,76,0
Thor's Stormbreaker Axe,95.91084102484133,Weapons,80,92,2
Hulkbuster Armor,197.71771149527189,Costumes,98,100,0
Ant-Man's Shrinking Powers,41.87859536275447,Powers,83,65,1
Iron Man's Repulsor Blasters,38.668488033484316,Weapons,87,87,2
Thor's Lightning Powers,48.41727068504877,Powers,98,95,1
Black Widow's Widow's Bite,32.07905967881773,Weapons,76,75,2
Iron Man's Unibeam,66.35065138545534,Weapons,99,76,2
Thor's Mjolnir Hammer,38.44158577866388,Weapons,86,96,2
The Hulk's Gamma Gloves,42.57141392121152,Weapons,88,93,2
The Falcon's Wings,79.03621277247032,Weapons,76,100,2
Iron Man's Mark 50 Armor,150.75310716272102,Costumes,92,83,0
Hulk's Smash Fist,19.18813771233284,Weapons,83,91,2
Scarlet Witch's Magic Powers,90.71780345778916,Powers,86,98,1
Ant-Man's Shrinking Powers,45.264482622523076,Powers,85,85,1
Black Widow's Gauntlets,42.19338986794291,Weapons,86,72,2
Spider-Man Web Shooter,14.879595074387307,Powers,100,53,1
Shuri's Vibranium Tech,43.235935888414446,Powers,75,94,1
Hawkeye's Targeting System,24.833870181151084,Weapons,67,68,2
Iron Man Armor,104.14801214236196,Costumes,90,75,0
Hulkbuster Armor,209.06032403509394,Costumes,100,100,0
Black Widow's Combat Boots,23.339259083847615,Costumes,77,78,0
Hawkeye's Bow and Arrows,50.428605809792494,Weapons,70,80,2
The Falcon's Wings,70.43961190042708,Weapons,76,88,2
Thor's Lightning Powers,52.55065665797443,Powers,97,100,1
Vision's Solar Gem,32.202477910435064,Weapons,92,88,2
